question,options,correct_answer,model_response,predicted_option,is_correct
"A 55-year-old man presents with a red rash over his face for the last 3 months. The patient says he moved to Nevada 6 months ago because of a new job where he works outdoors; however, he worked indoors in an office before. His vital signs include: blood pressure 100/60 mm Hg, pulse 64/min, respiratory rate 18/min. The patient’s rash is shown in the exhibit. Which of the following is the best initial step in the treatment of this patient?","{'A': 'Oral tetracycline', 'B': 'Oral clonidine', 'C': 'Topical metronidazole', 'D': 'Topical benzoyl peroxide', 'E': 'Vascular laser'}",C,"The patient's presentation with a red rash over his face for the last 3 months suggests a possible diagnosis of rosacea, a chronic inflammatory skin condition. The fact that the patient recently moved to Nevada and worked outdoors before could be contributing factors.

Given the patient's vital signs, which include blood pressure 100/60 mm Hg, pulse 64/min, and respiratory rate 18/min, it appears that the patient may have hypotension. Hypotension can be a symptom of certain medical conditions, such as endocrine disorders or vascular abnormalities.

Considering these factors, the best initial step in the treatment of this patient would be to address the potential underlying cause of his symptoms. Therefore, the most appropriate option is:

E. Vascular laser

Vascular laser therapy can help improve blood vessel abnormalities and reduce redness associated with rosacea. It can also help treat the underlying cause of the patient's hypotension by improving blood flow to the affected areas.",E,False
"A 10-year-old African American girl with known sickle cell disease becomes acutely anemic in the setting of underlying infection. Her mother denies any previous history of blood clots in her past, but she says that her mother has also had to be treated for pulmonary embolism in the recent past. The patient’s past medical history is significant for a few episodes of acute pain crisis and a need for splenectomy 3 years ago. The vital signs upon arrival include: temperature 36.7°C (98.0°F), blood pressure 106/74 mm Hg, heart rate 111/min and regular, and respiratory rate 17/min. On physical examination, her pulses are bounding and fingernails are pale, but breath sounds remain clear. Oxygen saturation was initially 91% on room air and electrocardiogram (ECG) shows sinus tachycardia. A blood transfusion is initiated. Shortly after the transfusion has begun, the patient experiences fevers, chills, a burning sensation at the intravenous (IV) site, and sudden hypotension. What is the name of this reaction, and what is the best treatment?","{'A': 'Minor allergic reaction; administer antihistamines', 'B': 'Nonhemolytic febrile reaction; administer antihistamines', 'C': 'Minor allergic reaction; discontinue transfusion', 'D': 'Hemolytic transfusion reaction; administer antihistamines', 'E': 'Hemolytic transfusion reaction; discontinue transfusion'}",E,"The name of this reaction is D) Hemolytic transfusion reaction; administer antihistamines. The best treatment for a hemolytic transfusion reaction is to administer antihistamines to alleviate symptoms such as fevers, chills, and hypotension. Discontinuing the transfusion may worsen the reaction and cause further complications.",D,False
"A 55-year-old man is brought to the emergency department with altered mental status. The patient is in acute distress and cannot provide history due to disorientation. Temperature is 38.7°C (101.6°F), blood pressure is 80/50 mm Hg, pulse is 103/min, respiratory rate is 22/min, and BMI is 20 kg/m2. On examination, his sclera and skin are icteric. On abdominal examination, the patient moans with deep palpation to his right upper quadrant.
Laboratory test
Complete blood count
Hemoglobin 14.5 g/dL
MCV 88 fl
Leukocytes 16,500/mm3
Platelets 170,000/mm3
Basic metabolic panel
Serum Na+ 147 mEq/L
Serum K+ 3.8 mEq/L
Serum Cl- 106 mEq/L
Serum HCO3- 25 mEq/L
BUN 30 mg/dL
Serum creatinine 1.2 mg/dL
Liver function test
Total bilirubin 2.8 mg/dL
AST 50 U/L
ALT 65 U/L
ALP 180 U/L
The patient is treated urgently with intravenous fluid, dopamine, and broad spectrum antibiotics. The patient’s blood pressure improves to 101/70 mm Hg. On ultrasound of the abdomen, the common bile duct is dilated. What is the best next step in the management of this patient?","{'A': 'ERCP', 'B': 'Close monitoring', 'C': 'MRCP', 'D': 'Percutaneous transhepatic cholangiogram', 'E': 'CT abdomen'}",A,"The patient's presentation with altered mental status, icteric sclera and skin, dilated common bile duct on ultrasound, and elevated liver enzymes suggests a possible obstruction in the biliary system. The best next step in the management of this patient would be to perform a procedure called ERCP (Endoscopic Retrograde Cholangiopancreatography). This procedure allows visualization and potential treatment of the underlying biliary obstruction. Therefore, the answer is A) ERCP.",A,True
"A 34-year-old man presents to the emergency department complaining of headache, fever, chills, cough, shortness of breath, and chest pain for the past 4 days. He smokes 2 packs per day and drinks 2–3 beers every day. He denies any previous medical problems except for seasonal allergies for which he takes diphenhydramine on occasions. At the hospital, the vital signs include: temperature 40.0°C (104.0°F), blood pressure 140/80 mm Hg, heart rate 98/min, and respiratory rate 28/min. On physical exam, he is thin and poorly kept. His clothes appear dirty. Small scars are visible in the decubitus region of both arms. The lung sounds are equal with bilateral crackles, and heart auscultation reveals a systolic murmur that radiates to the left axilla. Petechiae are seen on the hard palate and palms of his hands. A chest X-ray and blood cultures are ordered. What is the most likely organism causing his symptoms?","{'A': 'Streptococci viridans', 'B': 'Enterococci', 'C': 'Staphylococcus aureus', 'D': 'Aspergillus fumigatus', 'E': 'Staphylococcus epidermidis'}",C,"The patient's presentation is suggestive of a hospital-acquired infection. The presence of scars in the decubitus region, crackles on lung examination, and a systolic murmur that radiates to the left axilla are all concerning findings. Additionally, the patient's smoking and alcohol use increase the risk for certain types of infections.

Based on these findings, the most likely organism causing his symptoms is D) Aspergillus fumigatus. This fungal infection is commonly associated with hospital-acquired infections, particularly in immunocompromised individuals.",D,False
"A 30-year-old G4P3 woman at 38 weeks gestation is admitted to the labor and delivery unit complaining of contractions every 5 minutes for the past hour. Her previous births have been via uncomplicated caesarean sections, but she wishes to attempt vaginal delivery this time. Her prenatal care is notable for gestational diabetes controlled with diet and exercise. The delivery is prolonged, but the patient's pain is controlled with epidural analgesia. She delivers a male infant with Apgar scores of 8 and 9 at 1 and 5 minutes, respectively. Fundal massage is performed, but the placenta does not pass. The obstetrician manually removes the placenta, but a red mass protrudes through the vagina attached to the placenta. The patient loses 500 mL of blood over the next minute, during which her blood pressure decreases from 120/80 mmHg to 90/65 mmHg. What is the best next step in management?","{'A': 'Uterine artery ligation', 'B': 'Hysterectomy', 'C': 'Intravenous oxytocin', 'D': 'Elevate posterior fornix', 'E': 'Red blood cell transfusion'}",D,"The patient is experiencing a postpartum hemorrhage, which is characterized by blood loss exceeding 500 mL within one hour. The decreasing blood pressure from 120/80 mmHg to 90/65 mmHg indicates significant blood loss.

The best next step in management for this patient would be to perform uterine artery ligation (option A). Uterine artery ligation is a surgical procedure that involves tying or clipping the uterine arteries to stop the bleeding. This procedure is commonly used as an emergency treatment for postpartum hemorrhage when other interventions, such as administration of oxytocin or fluid replacement, have not effectively controlled the bleeding.

Therefore, the answer is A) Uterine artery ligation.",A,False
"A 59-year-old man presents to general medical clinic for his yearly checkup. He has no complaints except for a dry cough. He has a past medical history of type II diabetes, hypertension, hyperlipidemia, asthma, and depression. His home medications are sitagliptin/metformin, lisinopril, atorvastatin, albuterol inhaler, and citalopram. His vitals signs are stable, with blood pressure 126/79 mmHg. Hemoglobin A1C is 6.3%, and creatinine is 1.3 g/dL. The remainder of his physical exam is unremarkable. If this patient's cough is due to one of the medications he is taking, what would be the next step in management?","{'A': 'Change citalopram to escitalopram', 'B': 'Change lisinopril to propanolol', 'C': 'Change lisinopril to amlodipine', 'D': 'Change atorvastatin to to lovastatin', 'E': 'Change lisinopril to losartan'}",E,"The patient's cough is likely due to one of the medications he is taking. The next step in management would be to change the medication that is most likely causing the cough.

Based on the given options, the most appropriate option would be to change lisinopril to amlodipine (Option C).",C,False
A 3-year-old male is brought in to his pediatrician by his mother because she is concerned that he is not growing appropriately. Physical examination is notable for frontal bossing and shortened upper and lower extremities. His axial skeleton appears normal. He is at the 7th percentile for height and 95th percentile for head circumference. He demonstrates normal intelligence and is able to speak in three-word sentences. He first sat up without support at twelve months and started walking at 24 months. Genetic analysis reveals an activating mutation in a growth factor receptor. Which of the following physiologic processes is most likely disrupted in this patient’s condition?,"{'A': 'Intramembranous ossification', 'B': 'Osteoblast maturation', 'C': 'Endochondral ossification', 'D': 'Production of type I collagen', 'E': 'Bone resorption'}",C,"The patient's presentation of frontal bossing, shortened upper and lower extremities, and normal intelligence suggests a disruption in bone growth. Given the activating mutation in a growth factor receptor, the most likely disrupted physiologic process is osteoblast maturation (Option B). Osteoblasts are responsible for bone formation and maturation by producing and secreting type I collagen, which forms the organic matrix of bone. An activating mutation in a growth factor receptor would affect the signaling pathways involved in osteoblast maturation and subsequent bone formation.",B,False
"A 45-year-old homeless man comes to the emergency department because of progressive neck pain for 3 days. He also reports headaches and numbness in both hands. Over the past 4 months, he has had intermittent lower back pain after waking up. The back pain improves with movement. He also has recurrent episodes of gout in the metatarsophalangeal joint of his right big toe. He has smoked one pack of cigarettes daily for 20 years and drinks four beers daily. The patient is a known user of intravenous heroin. He appears acutely ill. His temperature is 39°C (102.2°F), pulse is 110/min, and blood pressure is 140/85 mm Hg. There are several track marks on both forearms. Examination of the neck shows warmth, erythema, and limited range of motion. Gentle palpation over the midcervical spinal processes causes severe pain. Laboratory studies show:
Hemoglobin 11 g/dL
Leukocyte count 14,200/mm3
Segmented neutrophils 77%
Eosinophils 1%
Lymphocytes 20%
Monocytes 2%
Platelet count 278,000/mm3
Erythrocyte sedimentation rate 54 mm/h
Blood cultures are pending. An x-ray of the cervical spine shows no abnormalities. An MRI of the spine shows signs of inflammation. A bone biopsy confirms the diagnosis. Which of the following is the most appropriate next step in management?""","{'A': 'Lumbar puncture', 'B': 'Intravenous ciprofloxacin and vancomycin therapy', 'C': 'Surgical debridement', 'D': 'Oral indomethacin therapy', 'E': 'Bone scintigraphy\n""'}",B,"The patient's presentation is suggestive of an acute infection involving the cervical spine. Given the findings of warmth, erythema, limited range of motion, and severe pain with palpation over the midcervical spinal processes, the most likely diagnosis is spinal abscess.

The most appropriate next step in management would be surgical debridement (option C). This procedure involves removing the necrotic or infected tissue from the affected area of the spine to prevent further spread of infection and promote healing.",C,False
"A three-day-old, full-term infant born by uncomplicated vaginal delivery is brought to a pediatrician by his mother, who notes that her son's skin appears yellow. She reports that the child cries several times per day, but sleeps 7-8 hours at night, uninterrupted. She has been breastfeeding the infant but feels the latch has been poor and is unsure how much milk he has been consuming but feels it is not enough. A lactation consult was called for the patient and it was noted that despite proper instruction the observed latch was still poor. When asked the mother stated that the baby is currently making stools 2 times per day. Which of the following is the most likely etiology of the patient's presentation?","{'A': 'Breast milk jaundice', 'B': 'Breastfeeding jaundice', 'C': 'Sepsis', 'D': 'Crigler-Najjar syndrome', 'E': 'Physiologic hyperbilirubinemia'}",B,The most likely etiology of the patient's presentation is A) Breast milk jaundice.,A,False
"A 59-year-old man presents to his primary care provider with fatigue, a progressively worsening cough with flecks of blood, shortness of breath, and dark urine. He reports feeling ill for the past 3 weeks. Past medical history is significant for hypertension and hyperlipidemia. He takes chlorthalidone and atorvastatin. Family history is noncontributory. He has smoked 20–30 cigarettes daily for the past 26 years. Anti-glomerular basement membrane serologies are positive. Which of the following is a specific feature for this patient’s condition?","{'A': 'Granulomatous inflammation and necrotizing vasculitis', 'B': 'Hypocomplementemia', 'C': 'Positive cryoglobulins', 'D': 'Linear IgG staining on immunofluorescence', 'E': 'Longitudinal splitting and thickening of the glomerular basement membrane'}",D,"The patient's symptoms, positive anti-glomerular basement membrane serologies, and specific features on immunofluorescence point towards a diagnosis of membranous nephropathy. The specific feature for this patient's condition is E) Longitudinal splitting and thickening of the glomerular basement membrane.",E,False
The parents of a 14-year-old patient are concerned and have questions about the use of insulin for their son’s recently diagnosed type 1 diabetes. The patient has developed an upper respiratory infection while at school. He is coughing and has a runny nose. His temperature is 37.8° C (100.2° F) and vital signs are within normal limits. Physical examination is unremarkable. Which of the following modifications to his insulin regimen would you recommend to this patient and his parents?,"{'A': 'Increase the frequency of blood glucose checks.', 'B': 'Reduce the insulin dose.', 'C': 'Continue same regimen.', 'D': 'Hold insulin until the patient gets better.', 'E': 'Increase the insulin dose to double.'}",A,The answer is A) Increase the frequency of blood glucose checks.,A,True
"A 25-year-old female with Hodgkin's lymphoma presents with a several day history of edema. Lab studies show:

Serum Na+: 140 mmol/L
Serum K+: 3.5 mmol/L
Serum albumin: 1.9 g/dL
Total serum bilirubin: 1.0 mg/dL
Serum creatinine: 1.2 mg/dL

Urinalysis shows 4+ proteinuria and fatty casts. What is the most likely diagnosis?","{'A': 'Focal segmental glomerulosclerosis', 'B': 'Membranous nephropathy', 'C': 'Minimal change disease', 'D': 'Amyloidosis', 'E': 'Membranoproliferative glomerulonephritis'}",C,"The patient's presentation of edema, low serum albumin, high serum sodium, high serum potassium, and proteinuria along with fatty casts in the urinalysis is suggestive of nephrotic syndrome. The most likely diagnosis in this case would be minimal change disease (option C).",C,True
"A 76-year-old man with chronic obstructive pulmonary disease (COPD) presents complaining of 3 weeks of cough and progressive dyspnea on exertion in the setting of a 20 pound weight loss. He is a 60 pack-year smoker, worked as a shipbuilder 30 years ago, and recently traveled to Ohio to visit family. Chest radiograph shows increased bronchovascular markings, reticular parenchymal opacities, and multiple pleural plaques. Labs are unremarkable except for a slight anemia. Which of the following is the most likely finding on this patient's chest CT?","{'A': 'Nodular mass spreading along pleural surfaces', 'B': 'Honeycombing', 'C': 'Air bronchogram', 'D': 'Granulomatous nodule', 'E': 'Lower lobe cavitary mass'}",E,"The patient's history of chronic obstructive pulmonary disease (COPD), weight loss, and findings on chest radiograph such as increased bronchovascular markings, reticular parenchymal opacities, and multiple pleural plaques suggest a diagnosis of pulmonary fibrosis. On chest CT, the most likely finding would be honeycombing (B), which is characteristic of advanced stages of idiopathic pulmonary fibrosis.",C,False
"A 40-year-old man comes to the physician for the evaluation of a painless right-sided scrotal swelling. The patient reports that he first noticed the swelling several weeks ago, but it is not always present. He has hypertension treated with enalapril. His father was diagnosed with a seminoma at the age of 25 years. The patient has smoked a pack of cigarettes daily for the past 20 years. Vital signs are within normal limits. Physical examination shows a 10-cm, soft, cystic, nontender right scrotal mass that transilluminates. The mass does not increase in size on coughing and it is possible to palpate normal tissue above the mass. There are no bowel sounds in the mass, and it does not reduce when the patient is in a supine position. Examination of the testis shows no abnormalities. Which of the following is the most likely cause of the mass?","{'A': 'Patent processus vaginalis', 'B': 'Dilation of the pampiniform plexus', 'C': 'Twisting of the spermatic cord', 'D': 'Imbalance of fluid secretion and resorption by the tunica vaginalis', 'E': 'Impaired lymphatic drainage'}",D,The most likely cause of the mass in this patient is B) Dilation of the pampiniform plexus.,B,False
"A patient presents to the emergency department with severe pain in her head. She states that the pain started 1 hour ago after rugby practice. Typically, she takes a special medication for bad headaches, but this time she took 2 doses and noticed no improvement in her symptoms. The patient's current medications that she can recall include sumatriptan and naproxen. She has been admitted to the hospital several times recently for panic attacks and suicide attempts. Her temperature is 99.2°F (37.3°C), blood pressure is 129/65 mmHg, pulse is 90/min, respirations are 15/min, and oxygen saturation is 98% on room air. The patient is given dihydroergotamine, IV fluids, and is started on 100% oxygen. Two hours later, the patient demonstrates slurring of her speech. On physical exam there is drooping of the left side of her mouth, and her left upper extremity demonstrates 2/5 strength. A head CT is ordered. Which of the following is the most likely cause of this patient's current presentation?","{'A': 'Hemorrhagic stroke', 'B': 'Ischemic stroke secondary to a thrombus', 'C': 'Medication reaction', 'D': 'Psychogenic symptoms', 'E': 'Subarachnoid hemorrhage'}",C,"The patient's presentation of severe headache, slurred speech, drooping of the left side of her mouth, and weakness in her left upper extremity suggests a neurological deficit. Given the history of panic attacks and suicide attempts, it is important to consider the possibility of a psychogenic symptom. However, the administration of dihydroergotamine, IV fluids, and initiation of 100% oxygen suggests a medical etiology rather than a psychogenic one.

Given the patient's current medications, including sumatriptan and naproxen, it is less likely that the symptoms are related to medication reactions.

Based on the clinical presentation and the administration of dihydroergotamine, which is commonly used to treat migraines and vascular headaches, the most likely cause of this patient's current presentation is an Ischemic stroke secondary to a thrombus (Option B).",B,False
"A 33-year-old woman, gravida 2, para 1, at 26 weeks' gestation presents to the emergency department because of frequent contractions. The contractions last 40 seconds, occur every 2 minutes, and are increasing in intensity. She has a history of recurrent painful ulcers on her vulva, but she currently does not have them. Her first child was delivered by lower segment transverse cesarean section because of a non-reassuring fetal heart rate. Her current medications include acyclovir, folic acid, and a multivitamin. Her temperature is 36.9°C (98.4°F), heart rate is 88/min, and blood pressure is 126/76 mm Hg. Contractions are felt on the abdomen. The cervix is dilated to 5 cm, 70% effaced, and the station of the head is -2. A fetal ultrasound shows no abnormalities. Which of the following is the most appropriate next step in management?","{'A': 'Allow vaginal delivery', 'B': 'Initiate misoprostol therapy', 'C': 'Initiate nifedipine therapy', 'D': 'Perform cesarean delivery', 'E': 'Perform dilation and evacuation'}",A,The most appropriate next step in management for this patient is to initiate misoprostol therapy.,,False
A 36-year-old woman presents with increased tiredness and lethargy for the past 4 weeks. Investigations show her hemoglobin level to be 8.6 gm/dL and serum creatinine of 4.6 mg/dL. The serum is negative for antinuclear antibodies (ANA) and positive for C3 nephritic factor. Urinalysis shows a 3+ proteinuria. The renal biopsy demonstrates hypercellular glomerulus with electron dense deposits along the glomerular basement membrane. What is the most likely cause?,"{'A': 'Poststreptococcal glomerulonephritis (PSGN)', 'B': 'Membrano proliferative glomerulonephritis (MPGN)', 'C': 'Rapidly progressive glomerulonephritis (RPGN)', 'D': 'Minimal change disease', 'E': 'Membranous glomerulonephritis (MGN)'}",B,"The most likely cause of the woman's symptoms is E) Membranous glomerulonephritis (MGN). The presence of antinuclear antibodies (ANA) negative and C3 nephritic factor positive suggests an autoimmune etiology. The findings on investigation, including increased tiredness and lethargy, low hemoglobin level, elevated serum creatinine, proteinuria, and renal biopsy results of hypercellular glomerulus with electron dense deposits along the glomerular basement membrane, are consistent with MGN.",E,False
"A 24-year-old woman is brought to the physician because of agitation, confusion, and lethargy. She has also had progressive recurring headaches and visual impairment over the last month. Three days ago, she had a seizure but has not seen a physician. She is oriented only to person. Her temperature is 36.7°C (98.1°F), pulse is 90/min, and blood pressure is 110/80 mm Hg. Capillary refill time is more than 3 seconds. Her laboratory studies show:
Hemoglobin 11.2 g/dL
Leukocyte count 7000/mm3
Serum
Na+ 148 mEq/L
Cl- 100 mEq/L
K+ 3.8 mEq/L
HCO3- 26 mEq/L
Urea nitrogen 18 mg/L
Glucose 90 mg/L
Creatinine 0.8 mg/L
Osmolality 300 mOsmol/kg H2O
Urine osmolality 240 mOsm/kg H2O
Which of the following is the most likely explanation for this patient's hypernatremia?""","{'A': 'Increased water intake', 'B': 'Increased antidiuretic hormone secretion', 'C': 'Increased adrenocorticotropin hormone secretion', 'D': 'Decreased antidiuretic hormone secretion', 'E': 'Decreased adrenocorticotropin hormone secretion'}",D,The most likely explanation for this patient's hypernatremia is option A) Increased water intake.,A,False
"A 39-year-old woman with poorly controlled systemic lupus erythematosus (SLE) presents to her rheumatologist for a follow-up visit. She has had intermittent myalgias, arthralgias, fatigue, and skin rashes over the past 10 years that have acutely worsened over the past year. She works as a school teacher but reports that she has had to miss several days of work due to her symptoms. She has been on hydroxychloroquine for several years but does not feel that it is adequately controlling her symptoms. She does not smoke or drink alcohol. Her temperature is 99.2°F (37.3°C), blood pressure is 130/75 mmHg, pulse is 80/min, and respirations are 18/min. On exam, she is well-appearing and in no acute distress. She has erythematous, raised plaques with keratotic scaling and follicular plugging on her hands. The physician decides to trial the patient on low-dose prednisone to better control her symptoms. At 2 months of follow-up, she reports that her flares have subsided and she has been able to return to work full-time. If this patient continues this medication regimen, she will be at an elevated risk for developing which of the following?","{'A': 'Femoral neck fracture', 'B': 'Femoral shaft fracture', 'C': 'Meniscal tear', 'D': 'Osgood-Schlatter disease', 'E': 'Proximal phalanx fracture'}",A,"The patient is a 39-year-old woman with poorly controlled systemic lupus erythematosus (SLE) who has been on hydroxychloroquine for several years but does not feel that it is adequately controlling her symptoms. She has intermittent myalgias, arthralgias, fatigue, and skin rashes over the past 10 years that have acutely worsened over the past year. She works as a school teacher but reports missing several days of work due to her symptoms. The physician decides to trial the patient on low-dose prednisone to better control her symptoms. At 2 months of follow-up, she reports that her flares have subsided and she has been able to return to work full-time.

Based on this information, the most appropriate option for the patient's increased risk of developing a specific condition is:

A. Femoral neck fracture

Long-term use of systemic corticosteroids such as prednisone can increase the risk of osteoporosis and subsequent fractures. The femoral neck is particularly vulnerable to fractures in patients on long-term corticosteroid therapy. Therefore, the answer is A) Femoral neck fracture.",A,True
"A 16-year-old girl comes to the emergency department because of left wrist pain and swelling for 5 hours. She fell on an outstretched hand while playing basketball. She ignored it initially as she thought it was just a bruise, but the pain and swelling worsened throughout the day. The analgesic spray she used did not provide adequate relief. There is no family history of serious illness. Her only medication is an oral contraceptive pill. Her immunizations are up-to-date. She appears anxious. Her temperature is 37.1°C (99°F), pulse is 88/min, and blood pressure is 118/72 mm Hg. Examination shows a swollen and tender left wrist; range of motion is limited. The anatomical snuffbox is tender to palpation. The grip strength of the left hand is decreased. The thumb can be opposed towards the other fingers. Finkelstein's test is negative. X-rays of the wrist shows no abnormalities. Which of the following is the most appropriate next best step in management?","{'A': 'Open reduction and internal fixation', 'B': 'Corticosteroid injections', 'C': 'Thumb spica cast and repeat x-rays in 2 weeks', 'D': 'Rest, ice, and repeat x-rays in 2 weeks', 'E': 'Percutaneous pinning\n""'}",C,The most appropriate next best step in management for this patient is C) Thumb spica cast and repeat x-rays in 2 weeks.,C,True
"A 75-year-old man presents to a medical clinic for evaluation of a large, tense, pruritic bulla on his inner thighs, abdomen, and lower abdomen. A skin biopsy is performed, which shows an epidermal basement membrane with immunoglobulin G (IgG) antibodies and linear immunofluorescence. Which of the following is the most likely cell junction to which the antibodies bind?","{'A': 'Adherens junctions', 'B': 'Desmosomes', 'C': 'Gap junctions', 'D': 'Hemidesmosomes', 'E': 'Tight junctions'}",D,"The presentation of a large, tense, pruritic bulla with immunoglobulin G (IgG) antibodies and linear immunofluorescence suggests a diagnosis of autoimmune blistering diseases such as bullous pemphigoid. In this condition, the antibodies bind to the IgG receptors on the basement membrane, specifically at the hemidesmosomes. Therefore, the most likely cell junction to which the antibodies bind is D) Hemidesmosomes.",D,True
"A 17-year-old man presents to his family physician for an evaluation about the size of his penis. He feels increasingly anxious during physical education (PE) class as he has noticed that the size of his penis is significantly smaller when compared to his peers. Based on the physical examination, he is Tanner stage 1. The weight and height are 60 kg (132 lb) and 175 cm (5 ft 9 in), respectively. The cardiopulmonary examination is normal; however, the patient has difficulty identifying coffee grounds by smell. Which of the following explains the pathophysiology underlying this patient’s disorder?","{'A': 'Expansion of a CTG trinucleotide repeat', 'B': 'Isolated gonadotropin-releasing hormone (GnRH) deficiency', 'C': 'Sex-specific epigenetic imprinting', 'D': 'Leptin receptor mutation', 'E': 'Non-disjunction of sex chromosomes'}",B,"The patient's symptoms of feeling anxious during PE class and having a significantly smaller penis compared to his peers suggest a disorder related to puberty. The fact that he is Tanner stage 1 indicates that he is in the early stages of puberty.

Based on the given information, the most likely explanation for this patient's disorder is C) Sex-specific epigenetic imprinting. This refers to the process by which certain genes are turned on or off based on their sex chromosomes. In this case, it may be affecting the development of secondary sexual characteristics, including the penis size.

Please note that the answer is provided without further elaboration as per the format of the question.",C,False
"A 25-year-old male involved in a knife fight presents with a penetrating wound to the chest. The patient is unconscious and cannot provide any further history. Vitals show a temperature of 37-0°C (98.6°F), blood pressure of 85/55 mm Hg, pulse of 115/min, respirations of 19/min, and oxygen saturation of 92% on room air. On physical examination, the patient is diaphoretic and unresponsive. Extremities are pale and cool. There is a 3-inch long penetrating wound between the 3rd and 4th intercostal space on the left side of the chest, which is bleeding profusely. Transthoracic echocardiography reveals a full thickness penetrating injury to the right ventricular free wall. There are no apparent injuries to any coronary arteries or major branches. The patient is intubated and aggressive fluid resuscitation is initiated, including a blood transfusion. Which of the following is the best definitive surgical approach to take in this patient?","{'A': 'Immediate cardiac transplant', 'B': 'Watchful waiting while resuscitative fluids are initiated', 'C': 'Interrupted 2-0 polypropylene suture with supporting pledgets', 'D': 'Needle thoracostomy over the 2nd intercostal space', 'E': 'Surgical adhesive glue'}",C,The best definitive surgical approach to take in this patient is option C) Interrupted 2-0 polypropylene suture with supporting pledgets.,C,True
"A 6-year-old Russian boy who recently immigrated to the United States presents to your office with fever and dyspnea. On examination of the oropharynx, you note a grayish-white pseudomembrane and uneven elevation of the soft palate. The patient displays marked enlargement of the cervical lymph nodes. Which of the following describes the organism responsible for this patient's disease?","{'A': 'Yeast with pseudohyphae', 'B': 'Gram-positive bacteria producing exotoxin that acts via ADP ribosylation', 'C': 'Gram-positive cocci with hyaluronic acid capsule', 'D': 'Gram-negative encapsulated bacteria producing IgA protease', 'E': 'Gram-negative bacteria producing exotoxin that inactivates elongation factor 2'}",B,"The patient's presentation of fever, dyspnea, grayish-white pseudomembrane, and marked enlargement of cervical lymph nodes is consistent with a diagnosis of streptococcal pharyngitis. The organism responsible for this disease is Streptococcus pyogenes, which produces an exotoxin that acts via ADP ribosylation. Therefore, the correct answer is B) Gram-positive bacteria producing exotoxin that acts via ADP ribosylation.",B,True
"A 35-year-old woman arrives to the clinic complaining of progressive urinary leakage that has occurred for the past 1 year. At first, she would notice leakage only during athletic exercise, but now the incontinence occurs even when she laughs or coughs. The patient states that she goes to the bathroom more frequently to try to prevent “wetting myself.” She wakes up once a night to urinate. She denies dysuria, hematuria, abdominal pain, and abnormal vaginal discharge. The patient has bipolar syndrome and takes lithium. She had an uncomplicated vaginal delivery 10 years ago and a cesarean section 4 years ago. She has had no other surgeries. She drinks at least 6 glasses of water a day but may drink more on days she goes for a long run. She also has a large coffee in the morning and another coffee mid-day if she “needs to focus.” The patient denies tobacco, alcohol, and other recreational drug use. Pelvic examination and speculum examination are unremarkable. When that patient is asked to Valsalva, leakage of urine is observed. A urinalysis, including specific gravity, is within normal limits. A beta-human chorionic gonadotropin is negative. Which of the following is the most likely cause of the patient’s symptoms?","{'A': 'Diabetic polyuria', 'B': 'Overactive detrusor muscle', 'C': 'Primary polydipsia', 'D': 'Urethral hypermobility', 'E': 'Vescicovaginal fistula'}",D,"The patient's symptoms of progressive urinary leakage, especially when she laughs or coughs, along with increased frequency of urination and nocturia, suggest a bladder dysfunction. The fact that leakage is observed upon Valsalva suggests an overactive detrusor muscle. Therefore, the most likely cause of the patient's symptoms is B) Overactive detrusor muscle.",B,False
"A 52-year-old man with hypertension and hyperlipidemia comes to the emergency department 30 minutes after the sudden onset of substernal chest pain while sitting in a chair at home. He reports drinking 2 glasses of whiskey earlier that day, after a stressful day at work. Current medications include hydrochlorothiazide and atorvastatin. He has smoked one pack of cigarettes daily for the past 20 years. His pulse is 102/min, and blood pressure is 135/88 mm Hg. Cardiopulmonary examination shows normal heart sounds. An ECG obtained on arrival at the emergency department shows ST-segment elevations in the anterior leads. 15 minutes later, the patient's chest pain has resolved and a repeat ECG shows no abnormalities. Which of the following is the most likely underlying mechanism of this patient’s chest pain?","{'A': 'Coronary artery vasospasm', 'B': 'Coronary artery vasodilation', 'C': 'Atherosclerotic coronary artery narrowing', 'D': 'Atherosclerotic plaque rupture', 'E': 'Pericardial inflammation'}",A,The most likely underlying mechanism of this patient's chest pain is D) Atherosclerotic plaque rupture.,D,False
A scientist observes a myocyte beating in cell culture. Which step is the most direct necessary component of relaxation for this cell?,"{'A': 'Influx of sodium ions', 'B': 'Efflux of potassium ions', 'C': 'Influx of calcium ions from the sacroplasmic reticulum', 'D': 'Influx of calcium ions from outside the myocyte', 'E': 'Efflux of calcium ions'}",E,The correct answer is D) Influx of calcium ions from outside the myocyte.,D,False
