question,options,correct_answer,model_response,predicted_option,is_correct
"An otherwise healthy 29-year-old man presents to his family physician with a slowly growing left neck mass for the past 5 weeks. He denies fever or recent upper respiratory tract infections. His temperature is 37.1°C (98.7°F), the blood pressure is 115/72 mm Hg, and the pulse are 82/min. On examination, a 4-cm (1.5 in), firm, non-tender mass is detected on the mid-left neck. Excisional biopsy of the mass reveals Hodgkin’s cells. The patient is referred to the oncology department and chemotherapy is started. After the first cycle of chemotherapy, the patient notices that his urine becomes red. The urine tests are positive for blood on further analysis. Which of the following is the most likely cause of this patient condition?","{'A': 'Vinblastine', 'B': 'Bleomycin', 'C': 'Cyclophosphamide', 'D': 'Doxorubicin', 'E': 'Etoposide'}",C,"The patient is experiencing hemorrhagic cystitis, which is a known side effect of cyclophosphamide. The presence of blood in the urine after chemotherapy suggests that the patient is likely experiencing toxicity related to one of the chemotherapeutic agents used. Among the options listed, cyclophosphamide is known to cause hemorrhagic cystitis, which can manifest as red or cola-colored urine due to the presence of blood. Therefore, the answer is C) Cyclophosphamide.",C,True
"A 1-year-old boy is brought to the clinic by his parents for a regular check-up. His weight, height, and head size were found to be in the lower percentile ranges on standard growth curves. His hair is tangled and has a dry, brittle texture. Genetic testing reveals that the patient has a connective tissue disorder caused by impaired copper absorption and transport. The patient’s disorder is caused by a mutation in which of the following genes?","{'A': 'ATP7A', 'B': 'COL1A2', 'C': 'COL5A1', 'D': 'FBN1', 'E': 'ATP7B'}",A,"The patient's symptoms, including the lower percentile ranges for weight, height, and head size, along with tangled and dry brittle hair, are indicative of Menkes disease, which is a disorder of copper metabolism. Menkes disease is caused by mutations in the ATP7A gene, which is responsible for the transport of copper in various tissues. Therefore, the answer is A) ATP7A.",A,True
"A 22-year-old woman presents to her primary care physician in April for seasonal allergies. She has suffered from seasonal allergies for the past 2 years and takes diphenhydramine as needed when her symptoms worsen. She has not yet seen a physician for her allergies. She reports that diphenhydramine has been helpful in controlling her symptoms, but she does not like feeling drowsy from the medication. Her past medical history is also notable for well-controlled asthma. She uses an albuterol inhaler on an as-needed basis. She smokes marijuana daily. Her temperature is 99.2°F (37.3°C), blood pressure is 120/70 mmHg, pulse is 76/min, and respirations are 16/min. She has a prominent nasal crease. Her nasal turbinates are boggy and bluish-gray. She has copious thin and watery nasal mucus. The physician suggests replacing diphenhydramine with fexofenadine to improve her drowsiness. What characteristic of fexodenadine allows it to be less sedating than diphenhydramine?","{'A': 'Alpha-adrenergic antagonism', 'B': 'Beta-adrenergic antagonism', 'C': 'Muscarinic antagonism', 'D': 'Relative lipophobicity', 'E': 'Serotonergic antagonism'}",D,The correct answer is D) Relative lipophobicity.,D,True
A 22-year-old woman with polycystic ovarian syndrome comes to the emergency department because of a 1-day history of left lower abdominal pain that began suddenly while she was running. Her last menstrual period was 2 weeks ago. Physical examination shows tenderness to palpation over the left adnexa and rebound tenderness in the left lower quadrant. There is no tenderness in the right lower quadrant. Urine pregnancy test is negative. An ultrasound is ordered to confirm the diagnosis of ruptured ovarian cyst. Visualization of fluid in which of the following locations would be most consistent with this diagnosis?,"{'A': 'Lesser sac', 'B': 'Rectouterine pouch', 'C': 'Hepatorenal space', 'D': 'Splenorenal angle', 'E': 'Rectovesical pouch'}",B,"The patient is presenting with symptoms suggestive of a ruptured ovarian cyst. This condition typically causes acute onset of unilateral lower abdominal pain, often accompanied by signs of peritoneal irritation such as rebound tenderness. The pain is usually localized to the area of the affected ovary. In this case, the patient has tenderness over the left adnexa and rebound tenderness in the left lower quadrant, which suggests involvement of the left ovary.

When an ovarian cyst ruptures, the contents of the cyst (which may include blood, fluid, or the ovarian tissue itself) are released into the peritoneal cavity. The fluid can accumulate in various potential spaces around the abdomen.

The lesser sac of the peritoneal cavity is an anteriorly located space that lies between the stomach and the transverse colon. It is a common site for fluid accumulation following the rupture of an ovarian cyst.

The rectouterine pouch, also known as the pouch of Douglas, is the most dependent part of the peritoneal cavity in a woman when she is in the supine position. Fluid in this area could be due to a ruptured ectopic pregnancy or other causes of intra-abdominal bleeding, but it is less commonly associated with a ruptured ovarian cyst.

The hepatorenal space, located between the liver and the kidneys, is not a typical site for fluid accumulation secondary to a ruptured ovarian cyst.

The splenorenal angle, also known as the left upper quadrant, is not a typical site for fluid accumulation secondary to a ruptured ovarian cyst.

The rectovesical pouch is an anteriorly located space in the pelvis, but it is not a common site for fluid accumulation following the rupture of an ovarian cyst.

Based on this information, the most likely location for fluid due to a ruptured ovarian cyst would be the lesser sac. Therefore, the answer is A) Lesser sac.",A,False
"A 40-year-old man presents to his primary-care doctor for a follow-up of his hypertension. He is asymptomatic at his office visit and denies any new complaints. He has a 10-year history of hypertension that remains poorly controlled on maximum doses of lisinopril, hydrochlorothiazide, and amlodipine. His past medical history is otherwise unremarkable. He has no smoking history, drinks alcohol occasionally, and denies any illicit drug use. His father required a kidney transplant in his forties. The physical exam is notable for palpable flank masses bilaterally. Laboratory studies show a creatinine of 2.5. The physician orders a renal ultrasound, and the results are shown. Which of the following is the most appropriate test to screen for additional complications of this patient's condition?","{'A': 'Colonoscopy', 'B': 'Esophagogastroduodenoscopy', 'C': 'Liver function tests', 'D': 'MR angiography of the brain', 'E': 'Serum amylase and lipase'}",D,"The patient has a history of poorly controlled hypertension and presents with palpable flank masses and an elevated creatinine level, which suggests chronic kidney disease (CKD). Given that his father required a kidney transplant in his forties, there is a possibility of a hereditary form of kidney disease, such as polycystic kidney disease (PKD). The renal ultrasound would help identify any structural abnormalities of the kidneys.

The most appropriate test to screen for additional complications of this patient's condition, considering his history and presentation, would be an MR angiography of the brain. Patients with autosomal dominant polycystic kidney disease (ADPKD) have an increased risk of intracranial aneurysms, and MR angiography is a suitable imaging modality to screen for these.

Therefore, the answer is D) MR angiography of the brain.",D,True
"A 40-year-old obese man presents to his primary care provider with a history of excessive daytime somnolence and easy fatigability. Upon further questioning, it is found that although his sleeping hours are adequate, he does not feel refreshed in the morning. His wife complains that he snores loudly all night. After ruling out common medical disorders and possible drug abuse, he is advised an overnight polysomnogram that records 12 episodes of apnea and 30 episodes of hypopnea during a 7-hour sleep. Which of the following statements best describes this patient’s condition?","{'A': ""This patient's apnea-hypopnea index (AHI) is more than 5."", 'B': 'Episodes of apnea and hypopnea are more likely to occur during deeper stages of non-rapid eye movement sleep.', 'C': 'Mouth opening during sleep breaks the seal between the tongue and the teeth and relieves airway obstruction.', 'D': 'The most common site of a collapse of pharyngeal airway during sleep apnea is at the level of the base of the tongue.', 'E': 'Gynoid obesity is associated with apnea and hypopnea more frequently as compared to android obesity.'}",A,The patient's apnea-hypopnea index (AHI) is more than 5.,A,True
"A 55-year-old man comes to the emergency department with the complaint of pain in his right toe for the past hour. The pain is so severe that it woke him up. The patient has smoked a pack of cigarettes daily for the last 40 years and binge drinks alcohol after work and on the weekends. He underwent an appendectomy when he was 14 years old. He is a long-distance truck driver. Neither of his parents had any significant medical history. His temperature is 37.7°C (100°F), blood pressure is 135/75 mm Hg, pulse is 102/min, respiratory rate is 20/min, and BMI is 25 kg/m2. On examination, his right first metatarsophalangeal joint is very tender, swollen, warm, and red in color. Range of motion cannot be assessed due to extreme tenderness.
Laboratory test
Complete blood count:
Hemoglobin 11.5 g/dL
Leukocytes 16,000/mm3
Platelets 150,000/mm3
ESR 50 mm/hr
Synovial fluid is aspirated from the joint. The findings are:
Appearance Cloudy, dense yellow
WBC 30,000 cells/µL
Culture Negative
Needle-shaped birefringent crystals are observed in the joint aspirate. Which of the following is the most likely underlying cause of the patient’s condition?","{'A': 'Organic acids competing with urate for tubular secretion', 'B': 'Increased renal reabsorption of urate', 'C': 'Lysis of large numbers of cells', 'D': 'Deficiency of HGPRT', 'E': 'High-purine diet'}",A,"The patient presents with severe pain in his right toe, which is tender, swollen, warm, and red. The laboratory findings indicate an elevated leukocyte count and ESR, suggesting an inflammatory process. The synovial fluid analysis shows a high white blood cell count, which is consistent with inflammation, and the presence of needle-shaped birefringent crystals, which are characteristic of gout. Gout is a type of inflammatory arthritis caused by the deposition of monosodium urate crystals in joints due to hyperuricemia.

The underlying causes of hyperuricemia include increased production or decreased excretion of uric acid. The options provided are potential causes of hyperuricemia.

Option A suggests organic acids competing with urate for tubular secretion. This is not a typical cause of hyperuricemia.
Option B suggests increased renal reabsorption of urate, which is a possible cause of hyperuricemia.
Option C suggests lysis of large numbers of cells, which can release intracellular urate and contribute to hyperuricemia, but it is not the most likely cause in this case.
Option D suggests a deficiency of HGPRT, which is associated with Lesch-Nyhan syndrome, a rare genetic disorder that leads to hyperuricemia, but it is not the most likely cause in this case.
Option E suggests a high-purine diet, which can lead to increased production of uric acid and is a common cause of hyperuricemia.

Considering the patient's history of smoking, alcohol use, and the acute presentation of gout, the most likely underlying cause of his condition is related to increased production of uric acid, which could be due to dietary factors such as a high-purine diet. Therefore, the answer is E) High-purine diet.",A,True
"A 38-year-old woman with a history of systemic lupus erythematosus, obesity, and hyperlipidemia presents to her primary care physician for evaluation of new bilateral blisters on her hands. She says that she first noticed these blisters shortly after returning from a weekend trip to the beach two weeks prior. She denies any fevers, joint pains, or other skin rash during this period. The patient works in the adult entertainment industry. On examination, there are multiple flaccid blisters of the bilateral dorsal hands with hemorrhagic crusts, mild scarring, and hyperpigmentation. In addition, increased hair growth is noted on the bilateral malar cheeks. Her temperature is 99.1° F (37.3° C), pulse is 95/min, blood pressure is 130/87 mmHg, respirations are 13/min, and oxygen saturation is 98% on room air. Her laboratory results are:

Serum:
Na+: 140 mEq/L
K+: 4.5 mEq/L
Cl-: 100 mEq/L
HCO3-: 21 mEq/L
BUN: 20 mg/dL
Creatinine: 1.1 mg/dL
Glucose: 104 mg/dL

Leukocyte count: 9,000/mm^3
Hemoglobin: 12.4 g/dL
Platelets: 400,000/mm^3

Anti-nuclear antibody titer 1:320

Which of the following would confirm the diagnosis in this patient?","{'A': 'Anti dsDNA titers', 'B': 'C-reactive protein', 'C': 'Anti-hemidesmosome titers', 'D': 'Urine porphyrin levels', 'E': 'Tzanck smear'}",D,"The patient has a history of systemic lupus erythematosus (SLE), obesity, and hyperlipidemia. She presents with new bilateral blisters on her hands, which she noticed after a beach trip. She has multiple flaccid blisters with hemorrhagic crusts, mild scarring, and hyperpigmentation on her hands, as well as increased hair growth on the malar cheeks. These findings suggest a cutaneous manifestation of SLE. The presence of anti-nuclear antibody (ANA) with a titer of 1:320 is consistent with SLE, but it is not specific and does not confirm the diagnosis. To confirm the diagnosis of SLE, specific autoantibodies such as anti-double-stranded DNA (anti-dsDNA) antibodies are often sought. Therefore, the answer is A) Anti dsDNA titers.",A,False
"An 11-year-old child complains of pain in the leg while playing. Blood pressure in the upper limb is 140/90 mm Hg and lower limbs are 110/70 mm Hg. There is a brachiofemoral delay in the pulse. Auscultation shows a loud S1, loud S2, and S4. There is a presence of an ejection systolic murmur in the interscapular area. Chest X-ray reveals the notching of the ribs. What is the most likely diagnosis in this patient?","{'A': 'Pulmonic stenosis', 'B': 'Patent ductus arteriosus', 'C': 'Coarctation of the aorta', 'D': 'Aortic stenosis', 'E': 'Transposition of great vessels'}",C,"The child's symptoms and clinical findings suggest a condition that is causing obstruction to blood flow. The blood pressure in the upper limbs is higher than in the lower limbs, and there is a delay in the pulse between the upper and lower limbs, which are classic signs of coarctation of the aorta. The loud S1 and S2 sounds, along with the presence of an ejection systolic murmur in the interscapular area, further support this diagnosis. The notching of the ribs seen on the chest X-ray is indicative of collateral circulation developing due to long-standing coarctation of the aorta. Therefore, the most likely diagnosis is C) Coarctation of the aorta.",C,True
"A 39-year-old man presents to his primary care physician because he has been having severe headaches and fever for the last 2 days. He also says his right eyelid has been painlessly swelling and is starting to block his vision from that eye. He recently returned from a tour of the world where he visited Thailand, Ethiopia, and Brazil. Otherwise his past medical history is unremarkable. On presentation, his temperature is 102°F (38.8°C), blood pressure is 126/81 mmHg, pulse is 125/min, and respirations are 13/min. Physical exam reveals a nontender swelling of the right eyelid, lymphadenopathy, and an indurated red patch with surrounding erythema and local swelling on his left leg. Which of the following drugs should be used to treat this patient's condition?","{'A': 'Benznidazole', 'B': 'Diethylcarbamazine', 'C': 'Ivermectin', 'D': 'Mebendazol', 'E': 'Sodium stibogluconate'}",A,"The patient's symptoms of severe headaches, fever, painless swelling of the right eyelid, and a history of recent travel to Thailand, Ethiopia, and Brazil suggest a diagnosis of a parasitic infection. The presence of lymphadenopathy and an indurated red patch with surrounding erythema and local swelling on his leg may indicate cutaneous involvement. Given the geographic history, the most likely diagnosis is onchocerciasis, also known as river blindness, which is caused by the parasite Onchocerca volvulus. This condition is transmitted by blackflies that breed in fast-flowing rivers, and it is endemic in parts of Africa, South America, and Southeast Asia.

The drug of choice for onchocerciasis is Ivermectin (option C). Ivermectin is effective in killing the microfilariae (early larval stage of the parasite) and preventing further eye damage. Benznidazole (option A) is used to treat Chagas disease, which is caused by Trypanosoma cruzi and not consistent with the patient's presentation. Diethylcarbamazine (option B) is used for lymphatic filariasis and some other parasitic infections but is not the first-line treatment for onchocerciasis. Mebendazol (option D) is an antihelminthic used for treating worm infections like pinworms, roundworms, and hookworms, but not onchocerciasis. Sodium stibogluconate (option E) is used to treat leishmaniasis, not onchocerciasis.

Therefore, the answer is C) Ivermectin.",A,True
"A 52-year-old man is brought to the emergency department with dry cough, shortness of breath, and low-grade fever that began 6 days ago. He also reports that he has had 3 episodes of watery diarrhea per day for the last 2 days. He appears slightly pale. His temperature is 38.0°C (100.4°F), pulse is 65/min, respirations are 15/min, and blood pressure is 140/78 mm Hg. Diffuse crackles are heard over bibasilar lung fields. Laboratory studies show:
Hemoglobin 13.8 g/dL
Leukocyte count 16,000/mm3
Platelet count 150,000/mm3
Serum
Na+ 131 mEq/L
Cl-
102 mEq/L
K+ 4.7 mEq/L
HCO3- 26 mEq/L
Urea nitrogen 18 mg/dL
Creatinine 1.2 mg/dL
An x-ray of the chest shows patchy infiltrates in both lungs. Which of the following is the most appropriate pharmacotherapy?""","{'A': 'Levofloxacin', 'B': 'Trimethoprim/sulfamethoxazole', 'C': 'Amoxicillin', 'D': 'Oseltamivir', 'E': 'Rifampin'}",A,"The patient presents with symptoms of a respiratory infection, including dry cough, shortness of breath, and fever, as well as gastrointestinal symptoms such as watery diarrhea. The presence of crackles over the bibasilar lung fields and patchy infiltrates on chest x-ray suggests pneumonia. The leukocytosis (white blood cell count of 16,000/mm3) supports the presence of an infection. The patient's mild hypokalemia (potassium of 4.7 mEq/L) and mild hyponatremia (sodium of 131 mEq/L) could be related to his gastrointestinal symptoms and possibly his renal function, as indicated by a creatinine of 1.2 mg/dL, which is at the upper limit of normal.

Given the clinical presentation and laboratory findings, the most likely cause of this patient's symptoms is community-acquired pneumonia (CAP). The choice of pharmacotherapy should cover the most common pathogens responsible for CAP, including Streptococcus pneumoniae, Haemophilus influenzae, and atypical bacteria such as Mycoplasma pneumoniae and Chlamydophila pneumoniae.

Option A, Levofloxacin, is a fluoroquinolone antibiotic with broad-spectrum activity, including coverage for the typical and atypical pathogens that cause CAP. It is an appropriate choice for empirical treatment of CAP in a patient who does not have any known drug allergies or other contraindications to fluoroquinolones.

Option B, Trimethoprim/sulfamethoxazole, is a combination antibiotic that also covers a broad range of bacteria but is not the first-line treatment for CAP in most cases.

Option C, Amoxicillin, is a penicillin antibiotic that is effective against Streptococcus pneumoniae but has limited coverage for other common CAP pathogens, especially atypical bacteria.

Option D, Oseltamivir, is an antiviral medication used to treat influenza. There is no clear indication that this patient has influenza, as his symptoms are more consistent",A,True
"A 50-year-old woman is brought to the office by her daughter with a chief complaint of finger pain in her left hand. She is slightly confused and can’t remember when the pain started. Her daughter states that the pain has been present for approximately one month. She expresses concern that her mother has been progressively more confused during the past week. She reports that her mother also has had worsening nausea for several months. The patient’s vital signs are heart rate 92/min, respiratory rate 13/min, temperature 37.1°C (98.8°F), and blood pressure 120/86 mm Hg. Upon physical examination, the patient reports pain when the fingers of the left hand are palpated, and small palpable tumors are visible on the fingers. An X-ray image of the left-hand shows thin bones with brown tumors and osteolysis of the distal phalanges. What is the most likely cause for this patient’s condition?","{'A': 'Hyperparathyroidism', 'B': 'Hypocalcemia', 'C': 'Osteosarcoma', 'D': 'Multiple myeloma', 'E': 'Osteoporosis'}",A,"The patient presents with finger pain, confusion, worsening nausea, and palpable tumors on the fingers. The X-ray findings of thin bones with brown tumors and osteolysis of the distal phalanges are characteristic of hyperparathyroidism, which can lead to hypercalcemia and subsequent deposition of calcium in soft tissues, resulting in brown tumors. Therefore, the most likely cause for this patient’s condition is A) Hyperparathyroidism.",A,True
"A 55-year-old man comes to the physician because of a 6-week history of tingling pain in the sole of his right foot when he raises it above chest level during exercises. He reports that he started exercising regularly 2 months ago and that his right calf cramps when he uses the incline feature on the treadmill, forcing him to take frequent breaks. The pain completely disappears after resting for a few minutes. He has an 8-year history of type 2 diabetes mellitus. He has smoked two packs of cigarettes daily for 34 years. His only medication is metformin. His pulse is 82/min, and blood pressure is 170/92 mm Hg. Straight leg raise test elicits pallor and tingling pain in the right foot. There is no pain in the back. His muscle strength is normal. Femoral pulses are palpable; right pedal pulses are absent. Which of the following is the most likely diagnosis?","{'A': 'Femoropopliteal artery stenosis', 'B': 'Vasculitis of the right popliteal artery', 'C': 'Acute thrombosis of right popliteal vein', 'D': 'Lumbar spinal stenosis', 'E': 'Aortoiliac artery stenosis\n""'}",A,"The patient's symptoms of tingling pain in the sole of the foot and calf cramps that occur with exercise and are relieved by rest are suggestive of claudication. The absence of pain at rest and the presence of pain on exertion are characteristic of peripheral arterial disease (PAD). The absence of pedal pulses on the affected side further supports this diagnosis. The straight leg raise test eliciting pallor and tingling pain in the foot indicates the presence of critical limb ischemia, which is a medical emergency. The patient's history of smoking and type 2 diabetes mellitus are risk factors for PAD. The most likely cause of these symptoms is acute thrombosis of the right popliteal vein, which can lead to acute limb ischemia. Therefore, the answer is C) Acute thrombosis of right popliteal vein.",C,False
"A 31-year-old woman, gravida 2, para 1, at 32 weeks' gestation presents to the emergency department for clear vaginal discharge that started roughly 26 hours ago. Her pregnancy has been uncomplicated. Her first child was born at term by vaginal delivery. She has no history of any serious illnesses. She does not drink alcohol or smoke cigarettes. Current medications include vitamin supplements. Her temperature is 37.2°C (98.9°F), pulse is 70/min, respirations are 18/min, and blood pressure is 128/82 mm Hg. Speculum examination demonstrates clear fluid at the cervical os. The fetal heart rate is reactive at 160/min with no decelerations. Tocometry shows uterine contractions. Nitrazine testing is positive. She is started on indomethacin. Which of the following is the most appropriate next step in management?","{'A': 'Administer ampicillin and perform amnioinfusion', 'B': 'Administer ampicillin and progesterone', 'C': 'Administer ampicillin and test amniotic fluid for fetal lung maturity', 'D': 'Administer betamethasone, ampicillin, and proceed with cesarean section', 'E': 'Administer betamethasone, ampicillin, and proceed with induction of labor'}",D,"The patient presents with clear vaginal discharge at 32 weeks' gestation, which is suggestive of premature rupture of membranes (PROM). The speculum examination demonstrates clear fluid at the cervical os, and Nitrazine testing is positive, both of which support the diagnosis of PROM. The fetal heart rate is reactive and normal, and there are no decelerations, indicating that the fetus is not in distress. Tocometry shows uterine contractions, which could be a sign of preterm labor.

Given the diagnosis of PROM, the patient is at risk for infection, and antibiotic therapy is indicated. The choice of antibiotic should cover both aerobic and anaerobic bacteria. Ampicillin is commonly used for this purpose.

The next step in management depends on the gestational age and the presence of labor. Since the patient is at 32 weeks and has uterine contractions, there is a concern for preterm labor. Corticosteroids, such as betamethasone, are administered to accelerate fetal lung maturity when preterm birth is anticipated.

The decision between cesarean section and induction of labor should be based on obstetric indications, which are not provided in the question. However, since the fetal heart rate is reactive and normal, and there are no decelerations, it suggests that the fetus is not in immediate distress. This may lean towards attempting labor induction before proceeding to cesarean section.

Based on the information provided, the most appropriate next step in management would be to administer betamethasone to accelerate fetal lung maturity and ampicillin for infection prophylaxis, and then proceed with induction of labor, unless there are specific obstetric indications for cesarean section.

Therefore, the answer is E) Administer betamethasone, ampicillin, and proceed with induction of labor.",E,False
"A 2-year-old boy in respiratory distress is brought to the emergency department by his parents. They state that approximately one hour after putting their child to sleep, a ""hacking"" cough was heard from his bedroom. After entering his room the parents state their child appeared to be in distress, making a high pitched noise with every breath. Beyond a runny nose for the past few days, the child has been healthy. He has no toys in his bed or access to any other small objects. Physical exam demonstrates a 2-year-old child in respiratory distress.

Which of the following choices is the proper management for this patient?","{'A': 'Humidified oxygen and dexamethasone; discharge if the patient improves', 'B': 'Discharge from the emergency department without treatment', 'C': 'Dexamethasome, racemic epinephrine and observation for 4 hours; discharge if stridor remits', 'D': 'Broncoscopy to remove a foreign body in the upper airway then discharge', 'E': 'Empiric intravenous (IV) antibiotics, intubate and admission'}",C,"The child's presentation with a ""hacking"" cough followed by respiratory distress and a high-pitched noise with every breath suggests a foreign body airway obstruction. The absence of toys or other small objects in the bed does not rule out the possibility of a foreign body being ingested earlier in the day. Given the acute presentation and the need for immediate intervention, the most appropriate management would be to secure the airway and remove the obstruction.

Therefore, the answer is D) Bronchoscopy to remove a foreign body in the upper airway then discharge.",D,False
"A 23-year-old woman presents to the hospital for elective surgery. However, due to an unexpected bleeding event, the physician had to order a blood transfusion to replace the blood lost in the surgery. After this, the patient became irritable and had difficulty breathing, suggesting an allergic reaction, which was immediately treated with epinephrine. This patient is otherwise healthy, and her history does not indicate any health conditions or known allergies. The physician suspects an immunodeficiency disorder that was not previously diagnosed. If serum is taken from this patient to analyze her condition further, which of the following would be expected?","{'A': 'High IgM, low IgA, and IgE', 'B': 'Low IgA, high IgG, normal IgE', 'C': 'Low IgA, normal IgG, and IgM', 'D': 'High IgE, normal IgA, and IgG', 'E': 'Normal serum immunoglobulin values'}",C,"The patient's reaction to the blood transfusion suggests an allergic reaction, which could be due to an immunodeficiency disorder. In such cases, there is often an imbalance in the levels of immunoglobulins. The most common immunodeficiency disorder associated with allergic reactions is selective IgA deficiency. This condition is characterized by low levels of IgA, which is the main immunoglobulin found in mucosal areas such as the gut, respiratory tract, and urogenital tract. IgA deficiency can lead to recurrent infections in these areas and may also cause allergic reactions to blood products containing IgA.

Given this information, the most likely scenario for this patient would be low IgA levels. The other immunoglobulin levels (IgM, IgG, and IgE) are not specifically indicated by the information provided, and there is no mention of symptoms or history suggestive of deficiencies or excesses in those immunoglobulins. Therefore, the most appropriate option would be:

The answer is C) Low IgA, normal IgG, and IgM.",C,True
"A 54-year-old woman presents with sudden onset, mild vaginal bleeding for the past day. She says she is postmenopausal, and her last menstrual period was 5 years ago. A detailed workup is performed, and several premalignant lesions are found in her uterus. The patient agrees to a hysterectomy. The surgical team decides to use an anesthesia protocol consisting of nitrous oxide, desflurane, and atracurium. Which of the following best describes the role of atracurium in this patient’s anesthesia?","{'A': 'It reduces neuron and muscle tissue excitability', 'B': 'It increases GABA linked chloride channel opening', 'C': 'It acts on the pain centers in the spinal cord and brain', 'D': 'It competes with acetylcholine for binding sites in the neuromuscular junction', 'E': 'It persistently depolarizes the cholinergic receptors on the motor end plate'}",D,"The role of atracurium in anesthesia is that it acts on the neuromuscular junction by competing with acetylcholine for binding sites. This prevents acetylcholine from binding to its receptors, leading to muscle relaxation and paralysis. Therefore, the correct answer is D) It competes with acetylcholine for binding sites in the neuromuscular junction.",D,True
"A 65-year-old man with a longstanding history of poorly-controlled hypertension and no recent illness or cardiac disease presents to clinic complaining of chest pain that is worse on inspiration and relieved by sitting forward. Vital signs are stable. On exam, you detect a friction rub. Routine labs show K 7.5 and Cr 5.1. If this patient's clinical signs and laboratory findings are indicative of a chronic condition, what would be expected on urinary analysis?","{'A': 'Muddy brown granular casts', 'B': 'Red blood cell casts', 'C': 'White blood cell casts', 'D': 'Fatty casts', 'E': 'Broad and waxy casts'}",E,The patient's clinical signs and laboratory findings are indicative of a chronic condition. What would be expected on urinary analysis?,,False
A 45-year-old Caucasian male presents to a gastroenterologist complaining of heartburn and difficulty swallowing. He recalls that he has been told by his primary care physician that he suffers from gastroesophageal reflux disease (GERD). The gastroenterologist decides to perform an upper endoscopy with biopsy. Which of the following findings would be consistent with Barrett's esophagus?,"{'A': 'Presence of Paneth cells in the lower esophagus', 'B': 'Metaplasia in the upper esophagus', 'C': 'A small region of red, velvet-like mucosa in the lower esophagus', 'D': 'Esophageal varices', 'E': 'Neutrophilic infiltration'}",C,"The correct answer is C) A small region of red, velvet-like mucosa in the lower esophagus.",C,True
"A 65-year-old woman is brought to the emergency department by her husband after he found her with nausea, headache, and agitation 1 hour ago. When he left their lakeside cabin 6 hours before to go ice fishing and get more firewood, she did not have any symptoms. She has chronic migraines, hypertension, and type 2 diabetes mellitus. Her medications include lisinopril and metformin, but she ran out of her anti-hypertensive medications over the weekend. Her temperature is 37.1°C (98.8°F), pulse is 110/min, respirations are 21/min, and blood pressure is 154/92 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 98%. She is confused and oriented only to person and place. She recalls only one of three objects after 5 minutes. Her gait is unsteady. Physical examination shows no abnormalities. Which of the following is the most effective intervention for this patient's current condition?","{'A': 'Intravenous nitroprusside', 'B': 'Intranasal sumatriptan', 'C': 'Hyperbaric oxygen therapy', 'D': '100% oxygen therapy', 'E': 'Heliox therapy'}",C,"The patient is a 65-year-old woman with a history of chronic migraines, hypertension, and type 2 diabetes mellitus. She presents with nausea, headache, and agitation, and her symptoms started after being at a lakeside cabin. She has a history of hypertension and ran out of her anti-hypertensive medications. Her vital signs show tachycardia with a pulse of 110/min and elevated blood pressure at 154/92 mm Hg. She is confused and has an unsteady gait but no other physical abnormalities.

Given the patient's history of hypertension and the fact that she ran out of her anti-hypertensive medications, her symptoms may be related to a hypertensive crisis. Hypertensive crises can present with headache, nausea, confusion, and other neurological symptoms. The best immediate treatment for a hypertensive crisis is to lower the blood pressure in a controlled manner.

Option A, Intravenous nitroprusside, is a potent vasodilator used to lower blood pressure in hypertensive emergencies. It acts quickly and allows for precise control of blood pressure.

Option B, Intranasal sumatriptan, is used for acute migraine attacks but does not address the patient's elevated blood pressure.

Option C, Hyperbaric oxygen therapy, is used for conditions such as decompression sickness and chronic wounds but is not indicated for hypertensive crises.

Option D, 100% oxygen therapy, can be used for patients with hypoxemia or certain respiratory conditions but does not directly lower blood pressure.

Option E, Heliox therapy, is a mixture of helium and oxygen used for obstructive lung diseases and is not indicated for hypertensive crises.

Considering the patient's presentation and the need to lower her blood pressure in a controlled manner, the most appropriate intervention is intravenous nitroprusside.

Therefore, the answer is A) Intravenous nitroprusside.",A,False
"A 36-year-old woman, gravida 2, para 2, comes to the emergency department because of sudden-onset, severe right flank pain. She was in her aerobics class when the pain started but denies any trauma to the region. She has a history of recurrent ovarian cysts. Menses occur regularly at 28-day intervals. Her temperature is 37.1°C (99.3°F). Abdominal examination shows tenderness in the right lower quadrant with guarding. Pelvic ultrasound shows a large simple cyst on the right ovary. Right ovarian artery flow is detectable on Doppler, but there is no flow detected in the right ovarian vein. Which of the following ligaments is most likely to have been involved?","{'A': 'Broad ligament', 'B': 'Round ligament of the uterus', 'C': 'Ovarian ligament', 'D': 'Cardinal ligament', 'E': 'Infundibulopelvic ligament'}",E,"The patient has a history of recurrent ovarian cysts and presents with sudden-onset, severe right flank pain without any history of trauma. The pelvic ultrasound shows a large simple cyst on the right ovary, and there is no flow detected in the right ovarian vein, suggesting a possible ovarian torsion. The ovarian torsion involves the twisting of the ovarian pedicle, which includes the ovarian vessels and the ligamentous supports. Among the options given, the infundibulopelvic ligament is the ligament that contains the ovarian vessels and is involved in ovarian torsion. Therefore, the answer is E) Infundibulopelvic ligament.",E,True
